1.000000000000000082e-05 2.077203423243575799e+03
1.084365968689610889e-05 2.074535918230684274e+03
1.175849554052155680e-05 2.071871253183005138e+03
1.275051240713012877e-05 2.069209370669819691e+03
1.382622173764656422e-05 2.066550213544952840e+03
1.499268432786047117e-05 2.063893724946042312e+03
1.625755666443793416e-05 2.061239848293814248e+03
1.762914118095948102e-05 2.058588527291392438e+03
1.911644075385703765e-05 2.055939705923602105e+03
2.072921779595369722e-05 2.053293328456301879e+03
2.247805833548725246e-05 2.050649339435732600e+03
2.437444150122221616e-05 2.048007683687867484e+03
2.643081486974102921e-05 2.045368306317793895e+03
2.866067616948250315e-05 2.042731152709098069e+03
3.107866187782013960e-05 2.040096168523269171e+03
3.370064329271925001e-05 2.037463299699119034e+03
3.654383070957254701e-05 2.034832492452208726e+03
3.962688638701478144e-05 2.032203693274304896e+03
4.297004704320843692e-05 2.029576848932831126e+03
4.659525668664677475e-05 2.026951906470348376e+03
5.052631065335679548e-05 2.024328813204037260e+03
5.478901179593944910e-05 2.021707516725211235e+03
5.941133984965039921e-05 2.019087964898820474e+03
6.442363508721369713e-05 2.016470105862986429e+03
6.985879746785248997e-05 2.013853888028550500e+03
7.575250258771920673e-05 2.011239260078620418e+03
8.214343584919422232e-05 2.008626170968140968e+03
8.907354638610440330e-05 2.006014569923483577e+03
9.658832241158708354e-05 2.003404406442035452e+03
1.047370897959449686e-04 2.000795562200238464e+03
1.135733358343105206e-04 1.998186777265116461e+03
1.231550603292826216e-04 1.995575851741954011e+03
1.335451562929898853e-04 1.992960782558573555e+03
1.448118227674532956e-04 1.990340396945490511e+03
1.570290124729377390e-04 1.987713707430473960e+03
1.702769172225899476e-04 1.985079237290987294e+03
1.846424942895542453e-04 1.982434964103769744e+03
2.002200371815584547e-04 1.979778747835890044e+03
2.171117945694505205e-04 1.977107921020449567e+03
2.354286414322417768e-04 1.974419640033222322e+03
2.552908068239516468e-04 1.971710557702520418e+03
2.768286630392066683e-04 1.968976558291398533e+03
3.001835813575589175e-04 1.966213331207471583e+03
3.255088599835056465e-04 1.963415398671183084e+03
