-4.000000000000000000e+00 2.603052305095380436e+00
-3.949494949494949392e+00 2.651931050903673537e+00
-3.898989898989898784e+00 2.700805098967582030e+00
-3.848484848484848619e+00 2.749672038058275980e+00
-3.797979797979798011e+00 2.798530428578230200e+00
-3.747474747474747403e+00 2.847378333909294401e+00
-3.696969696969696795e+00 2.896213033099872103e+00
-3.646464646464646631e+00 2.945031155897243735e+00
-3.595959595959596022e+00 2.993828727787085864e+00
-3.545454545454545414e+00 3.042600590261887561e+00
-3.494949494949494806e+00 3.091340615259029700e+00
-3.444444444444444642e+00 3.140041010075161676e+00
-3.393939393939394034e+00 3.188692414201302672e+00
-3.343434343434343425e+00 3.237283282980280674e+00
-3.292929292929292817e+00 3.285799457616351837e+00
-3.242424242424242209e+00 3.334224083032018893e+00
-3.191919191919192045e+00 3.382536204835389526e+00
-3.141414141414141437e+00 3.430711493510813614e+00
-3.090909090909090828e+00 3.478719849053551361e+00
-3.040404040404040664e+00 3.526526582172864188e+00
-2.989898989898989612e+00 3.574089884426300490e+00
-2.939393939393939448e+00 3.621361341795364286e+00
-2.888888888888888840e+00 3.668284704219507031e+00
-2.838383838383838231e+00 3.714794568320100243e+00
-2.787878787878788067e+00 3.760817515753673845e+00
-2.737373737373737459e+00 3.806268737220975584e+00
-2.686868686868686851e+00 3.851055308451155845e+00
-2.636363636363636687e+00 3.895072086452757265e+00
-2.585858585858585634e+00 3.938205346803707929e+00
-2.535353535353535470e+00 3.980330177270657632e+00
-2.484848484848484862e+00 4.021312393611514935e+00
-2.434343434343434254e+00 4.061008655626454633e+00
-2.383838383838384090e+00 4.099265706224833217e+00
-2.333333333333333037e+00 4.135922651866058786e+00
-2.282828282828282873e+00 4.170807583107854377e+00
-2.232323232323232265e+00 4.203739913051440347e+00
-2.181818181818181657e+00 4.234525155385934880e+00
-2.131313131313131493e+00 4.262953335047489745e+00
-2.080808080808080884e+00 4.288793776894500809e+00
-2.030303030303030276e+00 4.311782242317518943e+00
-1.979797979797979668e+00 4.331619537950610166e+00
-1.929292929292929504e+00 4.347936781056723099e+00
-1.878787878787878896e+00 4.360302252357726616e+00
-1.828282828282828287e+00 4.368163317062585094e+00
-1.777777777777777679e+00 4.370868427150857549e+00
-1.727272727272727515e+00 4.367625725815029725e+00
-1.676767676767676907e+00 4.357601308185713229e+00
-1.626262626262626299e+00 4.339971089161506868e+00
-1.575757575757575690e+00 4.314323267736929424e+00
-1.525252525252525082e+00 4.280720974079039287e+00
-1.474747474747474918e+00 4.240412510833994730e+00
-1.424242424242424310e+00 4.195418915199033094e+00
-1.373737373737373701e+00 4.148814541904195075e+00
-1.323232323232323093e+00 4.103649165903842544e+00
-1.272727272727272929e+00 4.062565991122630393e+00
-1.222222222222222321e+00 4.026220897148272471e+00
-1.171717171717171713e+00 3.990481742992205039e+00
-1.121212121212121104e+00 3.944779442298016914e+00
-1.070707070707070940e+00 3.876373788969717182e+00
-1.020202020202020332e+00 3.784427229106894330e+00
-9.696969696969697239e-01 3.694014499257669559e+00
-9.191919191919191157e-01 3.634030311978012850e+00
-8.686868686868689515e-01 3.579935062781661070e+00
-8.181818181818183433e-01 3.482993785589862501e+00
-7.676767676767677351e-01 3.379237024212905283e+00
-7.171717171717171269e-01 3.313901138770126487e+00
-6.666666666666665186e-01 3.213964007647883037e+00
-6.161616161616163545e-01 3.117957730769894908e+00
-5.656565656565657463e-01 3.026537353452221080e+00
-5.151515151515151381e-01 2.925314082244444336e+00
-4.646464646464644743e-01 2.824287404639763910e+00
-4.141414141414143657e-01 2.723883535688657265e+00
-3.636363636363637575e-01 2.618585467524944477e+00
-3.131313131313131493e-01 2.512292657435074350e+00
-2.626262626262625410e-01 2.404693282859103221e+00
-2.121212121212124047e-01 2.295512736340523219e+00
-1.616161616161617964e-01 2.184886494673946356e+00
-1.111111111111111466e-01 2.072865055221568387e+00
-6.060606060606055223e-02 1.959538595297509955e+00
-1.010101010101037075e-02 1.844950080264884829e+00
4.040404040404067809e-02 1.729162621596306737e+00
9.090909090909082835e-02 1.612218897278178575e+00
1.414141414141409925e-01 1.494163690018284862e+00
1.919191919191920448e-01 1.375041634538031632e+00
2.424242424242422089e-01 1.254897365558830913e+00
2.929292929292932612e-01 1.133775517802086519e+00
3.434343434343434254e-01 1.011719646176095999e+00
3.939393939393935895e-01 8.887667005803856490e-01
4.444444444444446418e-01 7.649511343754797910e-01
4.949494949494948060e-01 6.403073962635016381e-01
5.454545454545449701e-01 5.148699349465698516e-01
5.959595959595960224e-01 3.886731991268010944e-01
6.464646464646461865e-01 2.617507598686949488e-01
6.969696969696972388e-01 1.341317214961868232e-01
7.474747474747474030e-01 5.843770855044556727e-03
7.979797979797975671e-01 -1.230854057860317624e-01
8.484848484848486194e-01 -2.526281221583421832e-01
8.989898989898987836e-01 -3.827566919931797429e-01
9.494949494949498359e-01 -5.134445269726978234e-01
1.000000000000000000e+00 -6.446697022214337158e-01
